Scancode,SPDX-ID
scancode://open-public,OPL-1.0
scancode://openssh,SSH-OpenSSH
scancode://openssl,OpenSSL
scancode://openssl-ssleay,OpenSSL
scancode://oracle-bsd-no-nuclear,BSD-3-Clause-No-Nuclear-License-2014
scancode://oset-pl-2.1,OSET-PL-2.1
scancode://osl-1.0,OSL-1.0
scancode://osl-1.1,OSL-1.1
scancode://osl-2.0,OSL-2.0
scancode://osl-2.1,OSL-2.1
scancode://osl-3.0,OSL-3.0
scancode://o-uda-1.0,O-UDA-1.0
scancode://parity-6.0.0,Parity-6.0.0
scancode://parity-7.0.0,Parity-7.0.0
scancode://pddl-1.0,PDDL-1.0
scancode://php-3.01,PHP-3.01
scancode://php-3.0,PHP-3.0
scancode://polyform-noncommercial-1.0.0,PolyForm-Noncommercial-1.0.0
scancode://polyform-small-business-1.0.0,PolyForm-Small-Business-1.0.0
scancode://postgresql,PostgreSQL
scancode://psf-2.0,PSF-2.0
scancode://psfrag,psfrag
scancode://psutils,psutils
scancode://python,Python-2.0
scancode://qhull,Qhull
scancode://qpl-1.0,QPL-1.0
scancode://rdisc,Rdisc
scancode://regexp,Spencer-86
scancode://ricoh-1.0,RSCPL
scancode://rpl-1.1,RPL-1.1
scancode://rpl-1.5,RPL-1.5
scancode://rpsl-1.0,RPSL-1.0
scancode://rsa-md5,RSA-MD
scancode://ruby,Ruby
scancode://saxpath,Saxpath
scancode://sax-pd,SAX-PD
scancode://scea-1.0,SCEA
scancode://selinux-nsa-declaration-1.0,libselinux-1.0
scancode://sendmail-8.23,Sendmail-8.23
scancode://sendmail,Sendmail
scancode://sfl-license,iMatix
scancode://sgi-freeb-1.1,SGI-B-1.1
scancode://sgi-freeb-2.0,SGI-B-2.0
scancode://sgi-fslb-1.0,SGI-B-1.0
scancode://shl-0.51,SHL-0.51
scancode://shl-0.5,SHL-0.5
scancode://simpl-2.0,SimPL-2.0
scancode://sleepycat,Sleepycat
scancode://smppl,SMPPL
scancode://snia,SNIA
Scancode,SPDX-ID,DEPRECATE
scancode://spl-1.0,SPL-1.0
scancode://standard-ml-nj,SMLNJ
scancode://sugarcrm-1.1.3,SugarCRM-1.1.3
scancode://sun-bsd-no-nuclear,BSD-3-Clause-No-Nuclear-License
scancode://sun-sissl-1.1,SISSL
scancode://sun-sissl-1.2,SISSL-1.2
scancode://swl,SWL
scancode://sybase,Watcom-1.0
scancode://tapr-ohl-1.0,TAPR-OHL-1.0
scancode://tatu-ylonen,SSH-short
scancode://tcl,TCL
scancode://tcp-wrappers,TCP-wrappers
scancode://tmate,TMate
scancode://torque-1.1,TORQUE-1.1
scancode://tosl,TOSL
scancode://tu-berlin-2.0,TU-Berlin-2.0
scancode://tu-berlin,TU-Berlin-1.0
scancode://ucl-1.0,UCL-1.0
scancode://unicode-dfs-2015,Unicode-DFS-2015
scancode://unicode-dfs-2016,Unicode-DFS-2016
scancode://unicode-tou,Unicode-TOU
scancode://unlicense,Unlicense
scancode://uoi-ncsa,NCSA
scancode://upl-1.0,UPL-1.0
scancode://vim,Vim
scancode://vostrom,VOSTROM
scancode://vsl-1.0,VSL-1.0
scancode://w3c-software-19980720,W3C-19980720
scancode://w3c-software-doc-20150513,W3C-20150513
scancode://w3c,W3C
scancode://wsuipa,Wsuipa
scancode://wtfpl-2.0,WTFPL
scancode://x11-keith-packard,HPND-sell-variant
scancode://x11-tiff,libtiff
scancode://xfree86-1.1,XFree86-1.1
scancode://xinetd,xinetd
scancode://xnet,Xnet
scancode://xskat,XSkat
scancode://ypl-1.0,YPL-1.0
scancode://ypl-1.1,YPL-1.1
scancode://zed,Zed
scancode://zend-2.0,Zend-2.0
scancode://zimbra-1.3,Zimbra-1.3
scancode://zimbra-1.4,Zimbra-1.4
scancode://zlib-acknowledgement,zlib-acknowledgement
scancode://zlib,Zlib
scancode://zpl-1.1,ZPL-1.1
scancode://zpl-2.0,ZPL-2.0
scancode://zpl-2.1,ZPL-2.1
SCEA Shared Source License 1.0,SCEA
SCEA Shared Source License,SCEA
Scheme Widget Library (SWL) Software License Agreement,SWL
Scheme Widget Library (SWL) Software License,SWL
Secure Messaging Protocol Public License,SMPPL
selinux-nsa-declaration-1.0,libselinux-1.0
Sendmail License 8.23,Sendmail-8.23
Sendmail License,Sendmail
SENDMAIL LICENSE (version 1998),Sendmail
SENDMAIL LICENSE (version 2004),Sendmail
SENDMAIL LICENSE (version 2012),Sendmail
"Server Side Public License, v 1",SSPL-1.0
SFL License Agreement,iMatix
SGI Free Software License B 1.0,SGI-B-1.0
SGI Free Software License B 1.1,SGI-B-1.1
SGI Free Software License B 2.0,SGI-B-2.0
SGI Free Software License B v1.0,SGI-B-1.0
SGI Free Software License B v1.1,SGI-B-1.1
SGI Free Software License B v2.0,SGI-B-2.0
SGI FREE SOFTWARE LICENSE B (Version 1.1 [02/22/2000]),SGI-B-1.1
"SGI FREE SOFTWARE LICENSE B (Version 2.0, Sept. 18, 2008)",SGI-B-2.0
SIL Open Font License 1.0,OFL-1.0
SIL Open Font License 1.0 with no Reserved Font Name,OFL-1.0-no-RFN
SIL Open Font License 1.0 with Reserved Font Name,OFL-1.0-RFN
SIL Open Font License 1.1,OFL-1.1
SIL Open Font License 1.1 with no Reserved Font Name,OFL-1.1-no-RFN
SIL Open Font License 1.1 with Reserved Font Name,OFL-1.1-RFN
SIL OPEN FONT LICENSE Version 1.0 - 22 November 2005,OFL-1.0
SIL OPEN FONT LICENSE Version 1.1 - 26 February 2007,OFL-1.1
"SIL Open Font License, Version 1.1",OFL-1.1
SimPL 2.0,SimPL-2.0
Simple-2.0,SimPL-2.0
Simple Public License 2.0,SimPL-2.0
Simple Public License (SimPL-2.0),SimPL-2.0
Simplified BSD License,BSD-2-Clause,
Sleepycat License,Sleepycat
Sleepycat Software Product License,Sleepycat
SNIA Public License 1.1,SNIA
Solderpad Hardware License v0.5,SHL-0.5
SolderPad Hardware License v0.5,SHL-0.5
"Solderpad Hardware License, Version 0.51",SHL-0.51
"SolderPad Hardware License, Version 0.51",SHL-0.51
Spencer License 86,Spencer-86
Spencer License 94,Spencer-94
Spencer License 99,Spencer-99
SPL 1.0,SPL-1.0
SQLite Blessing,blessing
SSH OpenSSH license,SSH-OpenSSH
SSH short notice,SSH-short
Standard ML of New Jersey License,SMLNJ
Standard ML of New Jersey,SMLNJ
SugarCRM Public License 1.1.3,SugarCRM-1.1.3
SugarCRM Public License v1.1.3,SugarCRM-1.1.3
Sun BSD-Style with Nuclear Restrictions,BSD-3-Clause-No-Nuclear-License
Sun Industry Standards Source License 1.1,SISSL
Sun Industry Standards Source License 1.2,SISSL-1.2
Sun Industry Standards Source License,SISSL
Sun Industry Standards Source License v1.1,SISSL
Sun Industry Standards Source License v1.2,SISSL-1.2
Sun Industry Standards Source License Version 1.1,SISSL
Sun Industry Standards Source License - Version 1.2,SISSL-1.2
sun-issl,SISSL
Sun Public License 1.0,SPL-1.0
Sun Public License v1.0,SPL-1.0
SUN PUBLIC LICENSE Version 1.0,SPL-1.0
"Sun Public License, Version 1.0",SPL-1.0
Sybase Open Watcom Public License 1.0,Watcom-1.0
TAPR Open Hardware License v1.0,TAPR-OHL-1.0
Tatu Ylonen License,SSH-short
TCL/TK License,TCL
TCP Wrappers License,TCP-wrappers
Technische Universitaet Berlin License 1.0,TU-Berlin-1.0
Technische Universitaet Berlin License 2.0,TU-Berlin-2.0
"The Apache Software License, Version 2.0",Apache-2.0
"The Apache Software License, Version 2.0",Apache-2.0,
The Artistic License 2.0,Artistic-2.0
The bzip2 license,bzip2-1.0.6
"The Eiffel Forum License, Version 1",EFL-1.0
The Intel Open Source License,Intel
The MirOS Licence,MirOS
The MirOS Licence (MirOS),MirOS
The MIT License,MIT,
The MIT License(MIT),MIT
The MIT License(MIT),MIT,
The Nethack General Public License,NGPL
The New BSD License,BSD-3-Clause
The New BSD License,BSD-3-Clause,
"The Non-Profit Open Software License, Version 3.0",NPOSL-3.0
"The OCLC Research Public License, Version 2.0",OCLC-2.0
The Open Group Test Suite License (OGTSL),OGTSL
The OpenLDAP Public License,OLDAP-2.7
The Parity Public License 6.0.0,Parity-6.0.0
The Parity Public License 7.0.0,Parity-7.0.0
"The PHP License, Version 3.0",PHP-3.0
The PostgreSQL Licence,PostgreSQL
The Q Public License Version (QPL-1.0),QPL-1.0
The Ricoh Source Code Public License,RSCPL
The Sleepycat License,Sleepycat
The Sybase Open Source Licence,Watcom-1.0
"The Universal Permissive License (UPL), Version 1.0",UPL-1.0
The University of Illinois/NCSA Open Source License,NCSA
The Unlicense,Unlicense
"The Vovida Software License, Version 1.0",VSL-1.0
The W3C Software Notice and License,W3C
"The X.Net, Inc. License",Xnet
"The Zope Public License, Version 2.0",ZPL-2.0
"TMate Open Source License for ""TMate JavaSVN library""",TMate
TMate Open Source License,TMate
TORQUE 1.1,TORQUE-1.1
TORQUE v2.5+ Software License v1.1,TORQUE-1.1
TOSL 1.0a,TOSL
Trusster Open Source License,TOSL
TU Berlin License 1.0,TU-Berlin-1.0
TU Berlin License 2.0,TU-Berlin-2.0
UIUC/NCSA,NCSA
Unicode DFS 2015,Unicode-DFS-2015
Unicode DFS 2016,Unicode-DFS-2016
"UNICODE, INC. LICENSE AGREEMENT - DATA FILES AND SOFTWARE (since 2016)",Unicode-DFS-2015
"UNICODE, INC. LICENSE AGREEMENT - DATA FILES AND SOFTWARE",Unicode-DFS-2016
Unicode License Agreement - Data Files and Software (2015),Unicode-DFS-2015
Unicode License Agreement - Data Files and Software (2016),Unicode-DFS-2016
Unicode Terms of Use,Unicode-TOU
Universal Permissive License v1.0,UPL-1.0
University of Illinois/NCSA Open Source License,NCSA
Unlicense 1,Unlicense
uoi-ncsa,NCSA
UPL 1.0,UPL-1.0
UPL,UPL-1.0
Upstream Compatibility License v1.0,UCL-1.0
Vim License,Vim
VIM License,Vim
VOSTROM Public License for Open Source,VOSTROM
VOSTROM Public License,VOSTROM
Vovida Software License 1.0,VSL-1.0
Vovida Software License v1.0,VSL-1.0
"Vovida Software License, Version 1.0",VSL-1.0
W3C License,W3C
W3C-SOFTWARE-19980720,W3C-19980720
"W3C SOFTWARE AND DOCUMENT NOTICE AND LICENSE (become active on May 13, 2015)",W3C-20150513
W3C-SOFTWARE-DOC-20150513,W3C-20150513
W3C Software Notice and Document License (2015-05-13),W3C-20150513
W3C Software Notice and License (1998-07-20),W3C-19980720
W3C Software Notice and License 20021231,W3C
W3C Software Notice and License (2002-12-31),W3C
W3C SOFTWARE NOTICE AND LICENSE (became active on August 14 1998),W3C-19980720
W3C Software Notice and License (became active on December 31 2002),W3C
W3C Software Notice and License,W3C
Wsuipa License,Wsuipa
WTFPL 2.0,WTFPL
X11,ICU
X11-Style (Keith Packard),HPND-sell-variant
X11-Style (Tiff),libtiff
Xerox License,Xerox
XFree86 1.1 License,XFree86-1.1
XFree86 License 1.1,XFree86-1.1
xinetd License,xinetd
X.Net License,Xnet
XPP License,xpp
XSkat License,XSkat
Yahoo! Public License v1.0,YPL-1.0
Yahoo! Public License v1.1,YPL-1.1
YPL 1.0,YPL-1.0
YPL 1.1,YPL-1.1
Zed License,Zed
 Zend-2.0,Zend-2.0
Zend Engine License 2.0,Zend-2.0
"Zend Engine License, Version 2.00",Zend-2.0
Zend License v2.0,Zend-2.0
Zimbra PL 1.3,Zimbra-1.3
Zimbra PL 1.4,Zimbra-1.4
Zimbra Public License v1.3,Zimbra-1.3
Zimbra Public License v1.4,Zimbra-1.4
zlib/libpng License with Acknowledgement,zlib-acknowledgement
zlib/libpng license,Zlib
zlib/libpng License,Zlib
zlib/libpng,Zlib
ZLIB License with Acknowledgment,zlib-acknowledgement
zlib-license,Zlib
zlib License,Zlib
ZLIB License,Zlib
Zope-2.0,ZPL-2.0
Zope Public License 1.1,ZPL-1.1
Zope Public License 2.0,ZPL-2.0
Zope Public License 2.1,ZPL-2.1
Zope Public License (ZPL) Version 2.0,ZPL-2.0
Zope Public License (ZPL) Version 2.1,ZPL-2.1
ZPL 1.1,ZPL-1.1
ZPL 2.0,ZPL-2.0
ZPL 2.1,ZPL-2.1
