wix-protos-catalyst-one-app-session-api, detected pypi license: None
Pypi provided an SPDX id.
xuerui-stat, detected pypi license: None
xueshanlinghu,
MIT,
MIT,
Pypi provided an SPDX id.
xuexi,
Apache License, Version 2.0,
Apache-2.0,
Converted.
xuino,
GPLv3,
GPL-3.0-only,
Converted.
xujian,
UNKNOWN,
UNKNOWN,
NOT Converted.
xu-jing-print-nested-list,
UNKNOWN,
UNKNOWN,
NOT Converted.
xul,
MIT,
MIT,
Pypi provided an SPDX id.
xulpymoney,
GPL-3,
GPL-3.0-only,
Converted.
xumx-unofficial, detected pypi license: None
xunbao-models,
MIT,
MIT,
Pypi provided an SPDX id.
xuner, detected pypi license: None
xunique,
Apache License, Version 2.0,
Apache-2.0,
Converted.
xunit2testrail,
MIT,
MIT,
Pypi provided an SPDX id.
xunitgen,
MIT,
MIT,
Pypi provided an SPDX id.
xunitmerge,
MIT,
MIT,
Pypi provided an SPDX id.
xunitparser,
UNKNOWN,
UNKNOWN,
NOT Converted.
xunitparserx, detected pypi license: None
xunit-tools,
MIT License,
MIT,
Converted.
xunit-wrapper,
GPL-3.0,
GPL-3.0-only,
Converted.
xunlei,
BSD,
BSD,
NOT Converted.
xunleipy, detected pypi license: None
xunleishare,
MIT,
MIT,
Pypi provided an SPDX id.
xunsearch, detected pypi license: None
xuousubmarine,
MIT,
MIT,
Pypi provided an SPDX id.
xupdate-processor,
GPL,
GPL,
NOT Converted.
xuper,
MIT,
MIT,
Pypi provided an SPDX id.
xuran,
UNKNOWN,
UNKNOWN,
NOT Converted.
xurl,
GPLv3+,
GPL-3.0-or-later,
Converted.
xuru-recipe-android,
MIT License,
MIT,
Converted.
xusbboot,
MIT,
MIT,
Pypi provided an SPDX id.
xust1119,
UNKNOWN,
UNKNOWN,
NOT Converted.
xu-test-distributions, detected pypi license: None
xutil, detected pypi license: None
xutilities,
MIT license,
MIT,
Converted.
xutils, detected pypi license: None
x-utils,
Apache-2.0,
Apache-2.0,
Pypi provided an SPDX id.
xuwenjie,
UNKNOWN,
UNKNOWN,
NOT Converted.
xuxiangpythonlibrary, 404 - page not found
xuxiangpythonsdk, detected pypi license: None
xuyingying, detected pypi license: None
xuzhaolin-nester,
UNKNOWN,
UNKNOWN,
NOT Converted.
xuzhao-markdown-editor, detected pypi license: None
xv,
apache-2.0,
Apache-2.0,
Converted.
xvarnish-python,
UNKNOWN,
UNKNOWN,
NOT Converted.
xvebaoku,
UNKNOWN,
UNKNOWN,
NOT Converted.
xvector, detected pypi license: None
xverse,
MIT,
MIT,
Pypi provided an SPDX id.
xversion, detected pypi license: None
xvfbman,
LGPLv2,
LGPL-2.0-only,
Converted.
xvfbwrapper,
MIT,
MIT,
Pypi provided an SPDX id.
xvg, detected pypi license: None
xvideos-dl,
MIT,
MIT,
Pypi provided an SPDX id.
xvideos-porn, detected pypi license: None
xview,
GNU LGPLv3,
LGPL-3.0-only,
Converted.
xvision,
GPLv3,
GPL-3.0-only,
Converted.
xvistaprof,
BSD,
BSD,
NOT Converted.
xviz-avs, detected pypi license: None
xw, detected pypi license: None
xwacommap,
Apache-2.0,
Apache-2.0,
Pypi provided an SPDX id.
xwavecal, detected pypi license: None
xweb,
MIT,
MIT,
Pypi provided an SPDX id.
xweb-router,
MIT,
MIT,
Pypi provided an SPDX id.
xwe-nester,
UNKNOWN,
UNKNOWN,
NOT Converted.
xwfintech-robotframework-common, detected pypi license: None
xwhash, detected pypi license: None
xwind, detected pypi license: None
xwindows,
MIT License,
MIT,
Converted.
xwinkey,
UNKNOWN,
UNKNOWN,
NOT Converted.
xwire-common, detected pypi license: None
xwire-rest, detected pypi license: None
xwire-scientific, detected pypi license: None
xwire-transport, detected pypi license: None
xwklwwltestpackage,
Apache License 2.0,
Apache-2.0,
Converted.
xwmodule, detected pypi license: None
xword-dl, detected pypi license: None
xworker, detected pypi license: None
xworkflows,
BSD,
BSD,
NOT Converted.
xwot-dsl,
GPLv3,
GPL-3.0-only,
Converted.
xwotmodeltranslator,
Apache,
Apache,
NOT Converted.
xwot-py,
GPLv3,
GPL-3.0-only,
Converted.
xwot-yadp,
AGPL v3,
AGPL-3.0-only,
Converted.
xwpandas,
BSD 3-clause,
BSD-3-Clause,
Converted.
xwppy,
MIT,
MIT,
Pypi provided an SPDX id.
xwtools,
BSD License,
BSD License,
NOT Converted.
xx,
MIT License,
MIT,
Converted.
x-x,
Apache 2.0,
Apache-2.0,
Converted.
xx-affirm-no-faq, detected pypi license: None
xxc,
MIT,
MIT,
Pypi provided an SPDX id.
xxcmd,
MIT License,
MIT,
Converted.
xxdiff-scripts,
GNU GPL,
GNU GPL,
NOT Converted.
xxdscorecard,
BSD,
BSD,
NOT Converted.
xxgamma,
GPL,
GPL,
NOT Converted.
xxh,
BSD,
BSD,
NOT Converted.
xxhash,
BSD,
BSD,
NOT Converted.
xxhash-cffi,
BSD,
BSD,
NOT Converted.
xxh-xxh,
BSD,
BSD,
NOT Converted.
xxkcd,
MIT,
MIT,
Pypi provided an SPDX id.
xxl, detected pypi license: None
xxlgsc, detected pypi license: None
xxlib, detected pypi license: None
xxmind,
MIT,
MIT,
Pypi provided an SPDX id.
x-xmlparse,
MIT,
MIT,
Pypi provided an SPDX id.
xxn, detected pypi license: None
xxpaper,
GPL v3.0,
GPL-3.0-only,
Converted.
xxprogram, detected pypi license: None
xxsearchlib, detected pypi license: None
xxtea,
BSD,
BSD,
NOT Converted.
xxtea-py,
MIT,
MIT,
Pypi provided an SPDX id.
xxtrace,
MIT,
MIT,
Pypi provided an SPDX id.
xxurl,
MIT,
MIT,
Pypi provided an SPDX id.
xx-wizard,
MIT,
MIT,
Pypi provided an SPDX id.
xxx,
MIT,
MIT,
Pypi provided an SPDX id.
xxxreport,
GPL,
GPL,
NOT Converted.
xxx-scraper, detected pypi license: None
xxx-server-api, detected pypi license: None
xxxswf,
GNU,
GNU,
NOT Converted.
xxxx, 404 - page not found
xxxy-cli, detected pypi license: None
xxxy-test, detected pypi license: None
xxyzfpackage, detected pypi license: None
xxzlib,
MIT Licence,
MIT,
Converted.
xy,
MIT,
MIT,
Pypi provided an SPDX id.
xy12beets, detected pypi license: None
xyalign,
GNU General License version 3,
GPL-3.0-only,
Converted.
xyaml,
GPL,
GPL,
NOT Converted.
xy-art,
MIT,
MIT,
Pypi provided an SPDX id.
xy-bot,
MIT,
MIT,
Pypi provided an SPDX id.
xy-box,
MIT,
MIT,
Pypi provided an SPDX id.
xybpsdk, detected pypi license: None
xy-brain,
MIT,
MIT,
Pypi provided an SPDX id.
xy-carbrand,
MIT,
MIT,
Pypi provided an SPDX id.
xy-carlimit,
MIT,
MIT,
Pypi provided an SPDX id.
xychan,
GNU General Public License v3 (GPL),
GPL-3.0-only,
Converted.
xy-cidian,
MIT,
MIT,
Pypi provided an SPDX id.
xy-cities,
MIT,
MIT,
Pypi provided an SPDX id.
xy-citys,
MIT,
MIT,
Pypi provided an SPDX id.
xy-cli,
Apache License 2.0,
Apache-2.0,
Converted.
xycmap,
MIT,
MIT,
Pypi provided an SPDX id.
xyconvert,
MIT,
MIT,
Pypi provided an SPDX id.
xycrypto,
MIT,
MIT,
Pypi provided an SPDX id.
xy-descpic,
MIT,
MIT,
Pypi provided an SPDX id.
xy-face,
MIT,
MIT,
Pypi provided an SPDX id.
xy-faceage,
MIT,
MIT,
Pypi provided an SPDX id.
xy-face-cosmetic,
MIT,
MIT,
Pypi provided an SPDX id.
xy-face-decoration,
MIT,
MIT,
Pypi provided an SPDX id.
xy-facedetect,
MIT,
MIT,
Pypi provided an SPDX id.
xy-face-emotion,
MIT,
MIT,
Pypi provided an SPDX id.
xy-face-glass,
MIT,
MIT,
Pypi provided an SPDX id.
xy-facemix,
MIT,
MIT,
Pypi provided an SPDX id.
xy-face-ps,
MIT,
MIT,
Pypi provided an SPDX id.
xy-face-recognition,
MIT,
MIT,
Pypi provided an SPDX id.
xy-face-sticker,
MIT,
MIT,
Pypi provided an SPDX id.
xyfigure, detected pypi license: None
xyfny,
MIT License,
MIT,
Converted.
xy-headhat,
MIT,
MIT,
Pypi provided an SPDX id.
xy-history,
MIT,
MIT,
Pypi provided an SPDX id.
xy-idcard,
MIT,
MIT,
Pypi provided an SPDX id.
xy-idiom,
MIT,
MIT,
Pypi provided an SPDX id.
xy-image,
MIT,
MIT,
Pypi provided an SPDX id.
xy-imageporn,
MIT,
MIT,
Pypi provided an SPDX id.
xy-imganimal,
MIT,
MIT,
Pypi provided an SPDX id.
xy-imgcar,
MIT,
MIT,
Pypi provided an SPDX id.
xy-imgfilter,
MIT,
MIT,
Pypi provided an SPDX id.
xy-imgflowers,
MIT,
MIT,
Pypi provided an SPDX id.
xy-imgfood,
MIT,
MIT,
Pypi provided an SPDX id.
xy-imgfuzzy,
MIT,
MIT,
Pypi provided an SPDX id.
xy-imgtag,
MIT,
MIT,
Pypi provided an SPDX id.
xy-imgtranslate,
MIT,
MIT,
Pypi provided an SPDX id.
xy-intention,
MIT,
MIT,
Pypi provided an SPDX id.
xy-joke,
MIT,
MIT,
Pypi provided an SPDX id.
xylem,
MIT,
MIT,
Pypi provided an SPDX id.
xylem-daq, detected pypi license: None
xy-libcollection, detected pypi license: None
xylib-py,
LGPL2.1,
LGPL-2.1-only,
Converted.
xylib-py-wheels,
LGPL2.1,
LGPL-2.1-only,
Converted.
xyliuuu, detected pypi license: None
xyllibrary,
MIT License,
MIT,
Converted.
xylose,
BSD 2-clause,
BSD-2-Clause,
Converted.
xym,
New-style BSD,
BSD-3-Clause,
Converted.
xymath,
GPL-3,
GPL-3.0-only,
Converted.
xy-meiyan,
MIT,
MIT,
Pypi provided an SPDX id.
xymon,
Don’t Be a Dick,
Don’t Be a Dick,
NOT Converted.
xymon-clas, detected pypi license: None
xymon-class, detected pypi license: None
xymon-client,
BSD 3-Clause License,
BSD-3-Clause,
Converted.
xy-namecard,
MIT,
MIT,
Pypi provided an SPDX id.
xyndra-function-core, detected pypi license: None
xy-nester,
UNKNOWN,
UNKNOWN,
NOT Converted.
xy-news,
MIT,
MIT,
Pypi provided an SPDX id.
xy-ocrtext,
MIT,
MIT,
Pypi provided an SPDX id.
xyolo, detected pypi license: None
xypath,
BSD,
BSD,
NOT Converted.
xy-pic-crawler,
MIT,
MIT,
Pypi provided an SPDX id.
xy-picporn,
MIT,
MIT,
Pypi provided an SPDX id.
xy-pic-search,
MIT,
MIT,
Pypi provided an SPDX id.
xy-pictalk,
MIT,
MIT,
Pypi provided an SPDX id.
xy-pinyin,
MIT,
MIT,
Pypi provided an SPDX id.
xyplot, detected pypi license: None
xy-pminfo,
MIT,
MIT,
Pypi provided an SPDX id.
xypy,
MIT,
MIT,
Pypi provided an SPDX id.
xyq,
Apache Software License,
Apache Software License,
NOT Converted.
xy-qq,
MIT,
MIT,
Pypi provided an SPDX id.
xy-qrcode,
MIT,
MIT,
Pypi provided an SPDX id.
xy-qrdecode,
MIT,
MIT,
Pypi provided an SPDX id.
xy-raokouling,
MIT,
MIT,
Pypi provided an SPDX id.
xy-riddle,
MIT,
MIT,
Pypi provided an SPDX id.
xy-scene-object,
MIT,
MIT,
Pypi provided an SPDX id.
xyscript,
BSD License,
BSD License,
NOT Converted.
xysnester, detected pypi license: None
xy-soup,
MIT,
MIT,
Pypi provided an SPDX id.
xy-speech,
MIT,
MIT,
Pypi provided an SPDX id.
xystitch,
BSD,
BSD,
NOT Converted.
xy-table,
MIT,
MIT,
Pypi provided an SPDX id.
xy-tel,
MIT,
MIT,
Pypi provided an SPDX id.
xy-textfeel,
MIT,
MIT,
Pypi provided an SPDX id.
xython-for-python,
MIT,
MIT,
Pypi provided an SPDX id.
xythub, 404 - page not found
xyt-hub, 404 - page not found
xytool,
BSD License,
BSD License,
NOT Converted.
xytrader, detected pypi license: None
xy-trans,
MIT,
MIT,
Pypi provided an SPDX id.
xy-voice,
MIT,
MIT,
Pypi provided an SPDX id.
xy-weather,
MIT,
MIT,
Pypi provided an SPDX id.
xyw-macro, detected pypi license: None
xy-wordcloud,
MIT,
MIT,
Pypi provided an SPDX id.
xyw-utils, detected pypi license: None
xy-xiehouyu,
MIT,
MIT,
Pypi provided an SPDX id.
xy-xingzuo,
MIT,
MIT,
Pypi provided an SPDX id.
xyxy,
MIT,
MIT,
Pypi provided an SPDX id.
xy-youtuyun,
MIT License,
MIT,
Converted.
xyz, detected pypi license: None
xyz01,
MIT,
MIT,
Pypi provided an SPDX id.
xyz2rast,
MIT,
MIT,
Pypi provided an SPDX id.
xyz-aliyun,
MIT,
MIT,
Pypi provided an SPDX id.
xyz-auth,
MIT,
MIT,
Pypi provided an SPDX id.
xyzclean,
MIT,
MIT,
Pypi provided an SPDX id.
xyz-clockin,
MIT,
MIT,
Pypi provided an SPDX id.
xyzcmd,
LGPL,
LGPL,
NOT Converted.
xyz-comment,
MIT,
MIT,
Pypi provided an SPDX id.
xyz-common,
MIT,
MIT,
Pypi provided an SPDX id.
xyz-course,
MIT,
MIT,
Pypi provided an SPDX id.
xyz-dailylog,
MIT,
MIT,
Pypi provided an SPDX id.
xyz-distributions, detected pypi license: None
xyz-exam,
MIT,
MIT,
Pypi provided an SPDX id.
xyz-helloworld-script, detected pypi license: None
xyz-helloworld-script-git, detected pypi license: None
xy-zidian,
MIT,
MIT,
Pypi provided an SPDX id.
xyz-infinite,
MIT License,
MIT,
Converted.
xyz-media,
MIT,
MIT,
Pypi provided an SPDX id.
xyz-message,
MIT,
MIT,
Pypi provided an SPDX id.
xyz-mytraining,
MIT,
MIT,
Pypi provided an SPDX id.
xyz-person,
MIT,
MIT,
Pypi provided an SPDX id.
xyz-points,
MIT,
MIT,
Pypi provided an SPDX id.
xyzpy,
MIT,
MIT,
Pypi provided an SPDX id.
xyz-py, detected pypi license: None
xyz-qcloud,
MIT,
MIT,
Pypi provided an SPDX id.
xyz-restful,
MIT,
MIT,
Pypi provided an SPDX id.
xyz-saas,
MIT,
MIT,
Pypi provided an SPDX id.
xyz-school,
MIT,
MIT,
Pypi provided an SPDX id.
xyzservices,
3-Clause BSD,
BSD-3-Clause,
Converted.
xyzspaces,
Apache-2.0,
Apache-2.0,
Pypi provided an SPDX id.
xyz-stats,
MIT,
MIT,
Pypi provided an SPDX id.
xyz-survey,
MIT,
MIT,
Pypi provided an SPDX id.
xyz-system,
MIT,
MIT,
Pypi provided an SPDX id.
xyz-tenant,
MIT,
MIT,
Pypi provided an SPDX id.
xyztest, detected pypi license: None
xyz-tibet,
MIT License,
MIT,
Converted.
xyz-todo,
MIT,
MIT,
Pypi provided an SPDX id.
xyz-tools, detected pypi license: None
xyztostl, detected pypi license: None
xyz-unionauth,
MIT,
MIT,
Pypi provided an SPDX id.
xyz-util,
MIT,
MIT,
Pypi provided an SPDX id.
xyz-verify,
MIT,
MIT,
Pypi provided an SPDX id.
xyz-wechat,
MIT,
MIT,
Pypi provided an SPDX id.
xzc, detected pypi license: None
xzc-tools, detected pypi license: None
xzero,
Apache 2,
Apache-2.0,
Converted.
xzeroo-nester,
UNKNOWN,
UNKNOWN,
NOT Converted.
xzfpy, detected pypi license: None
xzgutil,
BSD License,
BSD License,
NOT Converted.
xzhello, detected pypi license: None
xzip,
PSF,
PSF-2.0,
Converted.
xzitaao,
Apache License 2.0,
Apache-2.0,
Converted.
xzqhotspot, detected pypi license: None
xzqs-01,
UNKNOWN,
UNKNOWN,
NOT Converted.
y0,
BSD-3-Clause,
BSD-3-Clause,
Pypi provided an SPDX id.
y001fj-nester,
UNKNOWN,
UNKNOWN,
NOT Converted.
y0-bio,
MIT,
MIT,
Pypi provided an SPDX id.
y1z1ncalculator,
MIT,
MIT,
Pypi provided an SPDX id.
y2b, detected pypi license: None
y2j,
MIT,
MIT,
Pypi provided an SPDX id.
y2t, detected pypi license: None
y2z-distributions, detected pypi license: None
y4m,
UNKNOWN,
UNKNOWN,
NOT Converted.
ya,
apache-2.0,
Apache-2.0,
Converted.
yaab,
MIT license,
MIT,
Converted.
yaacl,
MIT,
MIT,
Pypi provided an SPDX id.
yaaf,
Apache 2.0,
Apache-2.0,
Converted.
yaag-mme,
MIT license,
MIT,
Converted.
yaahn,
MIT,
MIT,
Pypi provided an SPDX id.
ya-aioclient,
LGPL-3.0-or-later,
LGPL-3.0-or-later,
Pypi provided an SPDX id.
yaak-inject,
MIT License,
MIT,
Converted.
yaamp, 404 - page not found
yaap, detected pypi license: None
yaar,
GPL,
GPL,
NOT Converted.
yaaredis,
MIT,
MIT,
Pypi provided an SPDX id.
yaargh,
GNU Lesser General Public License (LGPL), Version 3,
LGPL-3.0-only,
Converted.
yaargh-dummy-argh, detected pypi license: None
yaasr, detected pypi license: None
yaast, detected pypi license: None
yaast-dynnamitt, 404 - page not found
yaat,
LGPL,
LGPL,
NOT Converted.
yab, 404 - page not found
yabc, detected pypi license: None
yabealice-test, detected pypi license: None
yabencode,
MIT,
MIT,
Pypi provided an SPDX id.
yabf,
MIT license,
MIT,
Converted.
yabgp,
Apache License 2.0,
Apache-2.0,
Converted.
yabmp,
Apache License 2.0,
Apache-2.0,
Converted.
yabn,
LICENSE.txt,
LICENSE.txt,
NOT Converted.
yabormeparser,
GPLv3+,
GPL-3.0-or-later,
Converted.
yabox,
Apache License 2.0,
Apache-2.0,
Converted.
yabs,
MIT,
MIT,
Pypi provided an SPDX id.
yabs-cowsay,
MIT,
MIT,
Pypi provided an SPDX id.
yabt,
RPL,
RPL,
NOT Converted.
yabtool,
MIT,
MIT,
Pypi provided an SPDX id.
yabu,
gpl-3.0,
GPL-3.0-only,
Converted.
yabul, detected pypi license: None
yac,
MIT,
MIT,
Pypi provided an SPDX id.
yacache,
MIT,
MIT,
Pypi provided an SPDX id.
yacargo, detected pypi license: None
yacbv,
MIT,
MIT,
Pypi provided an SPDX id.
yacf,
MIT,
MIT,
Pypi provided an SPDX id.
yacfg,
Apache-2.0,
Apache-2.0,
Pypi provided an SPDX id.
yacgol,
GPLv3,
GPL-3.0-only,
Converted.
yach,
MIT,
MIT,
Pypi provided an SPDX id.
yachain,
MIT,
MIT,
Pypi provided an SPDX id.
yachalk,
MIT,
MIT,
Pypi provided an SPDX id.
yacho,
MIT,
MIT,
Pypi provided an SPDX id.
yaci, detected pypi license: None
yacis, detected pypi license: None
yack,
MIT,
MIT,
Pypi provided an SPDX id.
yacl,
MIT,
MIT,
Pypi provided an SPDX id.
yacli,
UNKNOWN,
UNKNOWN,
NOT Converted.
ya-client-activity, detected pypi license: None
ya-client-payment, detected pypi license: None
yaclifw,
GPLv2,
GPL-2.0-only,
Converted.
yaclog,
AGPLv3,
AGPL-3.0-only,
Converted.
yaclog-ksp,
AGPLv3,
AGPL-3.0-only,
Converted.
ya-cloud-tools, detected pypi license: None
yacluster,
UNKNOWN,
UNKNOWN,
NOT Converted.
yacm,
Apache Software License 2.0,
Apache-2.0,
Converted.
yacman,
BSD2,
BSD-2-Clause,
Converted.
yacms,
BSD,
BSD,
NOT Converted.
yaco,
UNKNOWN,
UNKNOWN,
NOT Converted.
yaco-applyfun,
GPL,
GPL,
NOT Converted.
yaco-deliverancethemeselector,
GPL,
GPL,
NOT Converted.
yacof,
MIT,
MIT,
Pypi provided an SPDX id.
yaco-hghooks,
LGPL 3,
LGPL-3.0-only,
Converted.
yaconf,
MIT license,
MIT,
Converted.
yaconfig, detected pypi license: None
yaconfigobject,
BSD-3-Clause license,
BSD-3-Clause,
Converted.
yacontracts,
MIT,
MIT,
Pypi provided an SPDX id.
yaco-recipe-cert,
LGPL,
LGPL,
NOT Converted.
yaco-recipe-medialinker,
LGPL,
LGPL,
NOT Converted.
yaco-recipe-patch,
LGPL,
LGPL,
NOT Converted.
yaco-recipe-pycairo,
EUPL,
EUPL,
NOT Converted.
yaco-recipe-uwsgi,
EUPL,
EUPL,
NOT Converted.
yaco-releaser,
GPL,
GPL,
NOT Converted.
yacron,
MIT license,
MIT,
Converted.
yacryptopan,
BSD License,
BSD License,
NOT Converted.
yacs, detected pypi license: None
yac-scrypt,
GPLv3,
GPL-3.0-only,
Converted.
yact,
MIT,
MIT,
Pypi provided an SPDX id.
yad,
GPL3,
GPL-3.0-only,
Converted.
yada, detected pypi license: None
yadage, detected pypi license: None
yadage-fork, detected pypi license: None
yadage-haiku, detected pypi license: None
yadage-httpctrl-server, detected pypi license: None
yadage-schemas, detected pypi license: None
yadage-service-cli, detected pypi license: None
yadapy,
UNKNOWN,
UNKNOWN,
NOT Converted.
yadashcomp,
MIT,
MIT,
Pypi provided an SPDX id.
yadayada,
UNKNOWN,
UNKNOWN,
NOT Converted.
yadda, 404 - page not found
yaddle,
MIT,
MIT,
Pypi provided an SPDX id.
yaddy,
MIT,
MIT,
Pypi provided an SPDX id.
yades-api,
MIT,
MIT,
Pypi provided an SPDX id.
yades-smtp,
MIT,
MIT,
Pypi provided an SPDX id.
yadi,
BSD,
BSD,
NOT Converted.
yadi2,
BSD,
BSD,
NOT Converted.
yadic,
MIT,
MIT,
Pypi provided an SPDX id.
yadict-compare,
BSD 3-Clause license,
BSD-3-Clause,
Converted.
yadi-framework,
MIT,
MIT,
Pypi provided an SPDX id.
yadil, detected pypi license: None
yadi-py, detected pypi license: None
ya-direct-api,
MIT,
MIT,
Pypi provided an SPDX id.
yadirstat, detected pypi license: None
yadisk,
LGPLv3,
LGPL-3.0-only,
Converted.
yadisk-api,
MIT License,
MIT,
Converted.
yadisk-async,
LGPLv3,
LGPL-3.0-only,
Converted.
yadiskclient,
MIT,
MIT,
Pypi provided an SPDX id.
yadism,
GPL-3.0-only,
GPL-3.0-only,
Pypi provided an SPDX id.
yadll,
MIT,
MIT,
Pypi provided an SPDX id.
yadlt,
MIT,
MIT,
Pypi provided an SPDX id.
yadm,
BSD,
BSD,
NOT Converted.
yadns,
GPLv3,
GPL-3.0-only,
Converted.
yadokari,
MIT,
MIT,
Pypi provided an SPDX id.
yadoma, detected pypi license: None
ya-domintell,
MIT,
MIT,
Pypi provided an SPDX id.
ya-dotdict, detected pypi license: None
yadtbroadcast-client,
GNU GPL v3,
GPL-3.0-only,
Converted.
yadtbroadcast-client-wamp2,
GNU GPL v3,
GPL-3.0-only,
Converted.
yadtcommons,
GNU GPL v3,
GPL-3.0-only,
Converted.
yadtcontroller,
GNU GPL v3,
GPL-3.0-only,
Converted.
yadtreceiver,
GNU GPL v3,
GPL-3.0-only,
Converted.
yadtshell,
GNU GPL v3,
GPL-3.0-only,
Converted.
yadupe,
MIT,
MIT,
Pypi provided an SPDX id.
yad-uploader, detected pypi license: None
ya-ecs-ctl,
Apache2,
Apache-2.0,
Converted.
yaenum,
BSD License,
BSD License,
NOT Converted.
yaenv,
BSD-3-Clause,
BSD-3-Clause,
Pypi provided an SPDX id.
yaep,
ISC,
ISC,
Pypi provided an SPDX id.
yaerrrr, detected pypi license: None
yaf, detected pypi license: None
yafa-grpc,
MIT,
MIT,
Pypi provided an SPDX id.
yafasttext,
BSD,
BSD,
NOT Converted.
yafcorse,
MIT,
MIT,
Pypi provided an SPDX id.
yafe,
GNU General Public License v3 (GPLv3),
GPL-3.0-only,
Converted.
yaff, detected pypi license: None
yafg,
GPLv3+,
GPL-3.0-or-later,
Converted.
yafowil,
Simplified BSD,
BSD-2-Clause,
Converted.
yafowil-bootstrap,
Simplified BSD,
BSD-2-Clause,
Converted.
yafowil-documentation,
BSD simplified and CC-BY-SA,
BSD-2-Clause,
Converted.
yafowil-lingua,
BSD,
BSD,
NOT Converted.
yafowil-plone,
BSD,
BSD,
NOT Converted.
yafowil-webob,
Simplified BSD,
BSD-2-Clause,
Converted.
yafowil-werkzeug,
Simplified BSD,
BSD-2-Clause,
Converted.
yafowil-widget-ace,
Simplified BSD,
BSD-2-Clause,
Converted.
yafowil-widget-array,
Simplified BSD,
BSD-2-Clause,
Converted.
yafowil-widget-autocomplete,
Simplified BSD,
BSD-2-Clause,
Converted.
yafowil-widget-chosen,
Simplified BSD,
BSD-2-Clause,
Converted.
yafowil-widget-cron,
Simplified BSD,
BSD-2-Clause,
Converted.
yafowil-widget-datetime,
Simplified BSD,
BSD-2-Clause,
Converted.
yafowil-widget-dict,
Simplified BSD,
BSD-2-Clause,
Converted.
yafowil-widget-dynatree,
Simplified BSD,
BSD-2-Clause,
Converted.
yafowil-widget-image,
Simplified BSD,
